length_m,maxspeed_kmh,road_type,weather,is_peak_hour,congestion_prob,travel_time_min
644.9022331017936,53.0,primary,rain,1,0.5937572549738123,2.520817983597356
376.30903122238857,45.0,tertiary,clear,0,0.20021882023562704,0.7402496990361123
376.30903122238857,45.0,tertiary,clear,1,0.36487018644718083,1.097511089946531
376.30903122238857,45.0,tertiary,rain,0,0.5063276143584869,1.3060380845295447
376.30903122238857,45.0,tertiary,rain,1,0.6023808266396884,1.5915002838260832
1093.0998209303411,41.0,tertiary,clear,0,0.14981890146610416,2.430021369700414
1093.0998209303411,41.0,tertiary,clear,1,0.3535337584357665,3.835040705775261
1093.0998209303411,41.0,tertiary,rain,0,0.42390408082246356,3.865531795483031
1093.0998209303411,41.0,tertiary,rain,1,0.7196060170392177,5.870665656401565
963.8054614211562,28.0,service,clear,0,0.11454550594780705,3.3291457207403
963.8054614211562,28.0,service,clear,1,0.3175438608561055,5.155983745762773
963.8054614211562,28.0,service,rain,0,0.5267326982980742,6.119465929203872
963.8054614211562,28.0,service,rain,1,0.6101644329843132,7.850935559450479
573.0482739212123,30.0,residential,clear,0,0.25937942083841553,2.1197249611696534
573.0482739212123,30.0,residential,clear,1,0.45537254041817893,3.132357533712861
573.0482739212123,30.0,residential,rain,0,0.40183696351085113,3.097555694498627
573.0482739212123,30.0,residential,rain,1,0.709073659044252,4.432688006824132
859.1250374440714,34.0,residential,clear,0,0.14269203039240685,2.607608105556747
859.1250374440714,34.0,residential,clear,1,0.3178483477753402,3.5162457903268254
859.1250374440714,34.0,residential,rain,0,0.472595793012673,4.3707319989927305
859.1250374440714,34.0,residential,rain,1,0.7401364704605111,5.823940824225302
856.7519936316445,35.0,tertiary,clear,0,0.14009377808804774,2.160430262718239
856.7519936316445,35.0,tertiary,clear,1,0.4060204542951713,3.6483649308234862
856.7519936316445,35.0,tertiary,rain,0,0.40775116663178124,3.7072081740787692
856.7519936316445,35.0,tertiary,rain,1,0.6574352338301076,5.0232326033905865
774.2905965545964,41.0,secondary,clear,0,0.18200172801202422,1.8033802326827353
774.2905965545964,41.0,secondary,clear,1,0.38458023658088936,2.5483342192671237
774.2905965545964,41.0,secondary,rain,0,0.36009150338047097,2.5245315593801023
774.2905965545964,41.0,secondary,rain,1,0.5631162787817332,3.8597794480350514
884.4638490210895,40.0,tertiary,clear,0,0.20059550045170949,2.3688454317868395
884.4638490210895,40.0,tertiary,clear,1,0.30920226006442586,2.6995564975727286
884.4638490210895,40.0,tertiary,rain,0,0.5004815358726465,3.7180973171500558
884.4638490210895,40.0,tertiary,rain,1,0.5737045523308606,4.457438769216039
1533.7758923666042,58.0,primary,clear,0,0.07107400295494139,2.3144074804821826
1533.7758923666042,58.0,primary,clear,1,0.38253350868911806,3.2173602501152243
1533.7758923666042,58.0,primary,rain,0,0.436045180495797,3.728566229283458
1533.7758923666042,58.0,primary,rain,1,0.6024090606304094,5.20963912523777
709.3781260911248,33.0,residential,clear,0,0.16770207043214191,2.0594430961099373
709.3781260911248,33.0,residential,clear,1,0.3862873742047133,3.2848198491586564
709.3781260911248,33.0,residential,rain,0,0.43218417014235133,3.337687414949176
709.3781260911248,33.0,residential,rain,1,0.7592238970657432,5.183945963129401
2091.578804636522,29.0,residential,clear,0,0.17009601342632066,7.416519429085259
2091.578804636522,29.0,residential,clear,1,0.31936067133892254,10.003027056835837
2091.578804636522,29.0,residential,rain,0,0.45409368994359284,11.728369950648132
2091.578804636522,29.0,residential,rain,1,0.6368183572154523,15.84356313144853
2022.6578014209372,32.0,residential,clear,0,0.11135889376144523,6.245731805945883
2022.6578014209372,32.0,residential,clear,1,0.3366306854097847,9.201741915005599
2022.6578014209372,32.0,residential,rain,0,0.5375416640405994,10.592453095160225
2022.6578014209372,32.0,residential,rain,1,0.6380807414990393,14.102656209304845
1099.5301079961666,46.0,secondary,clear,0,0.09427788917927019,1.9133560132399001
1099.5301079961666,46.0,secondary,clear,1,0.4096822784929074,3.297725845399101
1099.5301079961666,46.0,secondary,rain,0,0.43562736420988707,3.6256764463906856
1099.5301079961666,46.0,secondary,rain,1,0.6891995196426629,4.818984937302895
776.1257546099403,30.0,service,clear,0,0.11550893027661176,2.640066197128298
776.1257546099403,30.0,service,clear,1,0.36777257968318733,3.9510940198545237
776.1257546099403,30.0,service,rain,0,0.5166521359135761,4.68570492556466
776.1257546099403,30.0,service,rain,1,0.7574664338185546,6.271022575495573
1215.1217544396068,32.0,residential,clear,0,0.16441940513636302,3.801672261130951
1215.1217544396068,32.0,residential,clear,1,0.43786760581644657,5.674497561940329
1215.1217544396068,32.0,residential,rain,0,0.4304334253505298,6.029378061817261
1215.1217544396068,32.0,residential,rain,1,0.6675010623735047,8.45729986712076
1878.948236200084,29.0,residential,clear,0,0.1399690316611361,6.702326743041296
1878.948236200084,29.0,residential,clear,1,0.3709009192085531,9.632666016942439
1878.948236200084,29.0,residential,rain,0,0.48805204999197566,10.508254920385534
1878.948236200084,29.0,residential,rain,1,0.7598851949460363,15.572525572890893
1463.4851619874164,50.0,secondary,clear,0,0.2150394011655602,3.051666526110358
1463.4851619874164,50.0,secondary,clear,1,0.3957913175062889,3.7898723511272987
1463.4851619874164,50.0,secondary,rain,0,0.43770258007211493,4.128304497645482
1463.4851619874164,50.0,secondary,rain,1,0.6241664468079124,5.642458297794198
1785.310675247804,36.0,tertiary,clear,0,0.12063569903630658,4.868332322059404
1785.310675247804,36.0,tertiary,clear,1,0.30243248930754435,6.659791176709114
1785.310675247804,36.0,tertiary,rain,0,0.4328013387742629,7.457708543249206
1785.310675247804,36.0,tertiary,rain,1,0.7131708225375477,11.119232947693837
1209.371225259369,75.0,motorway,clear,0,0.14892293174489893,1.4460795523950458
1209.371225259369,75.0,motorway,clear,1,0.28476749204385027,1.7137370889576702
1209.371225259369,75.0,motorway,rain,0,0.5149934983950654,2.2721321072517093
1209.371225259369,75.0,motorway,rain,1,0.6467512322198838,3.0766140540368796
1421.785374047356,51.0,primary,clear,0,0.0691464436651973,2.340660905712933
1421.785374047356,51.0,primary,clear,1,0.3404560612671222,3.658846714801478
1421.785374047356,51.0,primary,rain,0,0.38518923647031733,4.001471152803296
1421.785374047356,51.0,primary,rain,1,0.5728178344384939,5.044003616033595
690.8899020668189,28.0,residential,clear,0,0.19520561703200445,2.6739606311786135
690.8899020668189,28.0,residential,clear,1,0.337632623200149,3.325444671369013
690.8899020668189,28.0,residential,rain,0,0.54244597026071,4.104875885457899
690.8899020668189,28.0,residential,rain,1,0.6951230645653507,5.716615025560406
1637.9735040978164,34.0,residential,clear,0,0.1670759864537396,4.977697576688914
1637.9735040978164,34.0,residential,clear,1,0.38364523448511345,7.308316165348417
1637.9735040978164,34.0,residential,rain,0,0.4326814719077658,7.8017951944249315
1637.9735040978164,34.0,residential,rain,1,0.6381897524185354,10.632898665912618
509.0977374265229,28.0,service,clear,0,0.2074704356735954,1.9276444322014175
509.0977374265229,28.0,service,clear,1,0.35058835140349665,2.8806174824865103
509.0977374265229,28.0,service,rain,0,0.4116068983189052,2.994982024435092
509.0977374265229,28.0,service,rain,1,0.7597527105367108,4.802189463659119
1552.9720330952161,50.0,secondary,clear,0,0.0717217153759413,2.528093664879459
1552.9720330952161,50.0,secondary,clear,1,0.30243206636006426,4.144657826490037
1552.9720330952161,50.0,secondary,rain,0,0.5009382677898303,4.9145699063528285
1552.9720330952161,50.0,secondary,rain,1,0.6191243341982214,6.031815609635008
1904.7244248508955,43.0,tertiary,clear,0,0.19339919274236916,4.4896989619340015
1904.7244248508955,43.0,tertiary,clear,1,0.357868442516152,6.303492730620491
1904.7244248508955,43.0,tertiary,rain,0,0.4646362108337172,6.593075771614483
1904.7244248508955,43.0,tertiary,rain,1,0.6907366616184739,9.486844497599398
360.0580150792731,42.0,tertiary,clear,0,0.1661421943945724,1.0501061119631692
360.0580150792731,42.0,tertiary,clear,1,0.2814865783029389,0.9170026721614135
360.0580150792731,42.0,tertiary,rain,0,0.3771257564335068,1.2738879884780756
360.0580150792731,42.0,tertiary,rain,1,0.6035757139703706,1.815100341517548
1382.48504994887,43.0,secondary,clear,0,0.17481794994220767,2.870756625445858
1382.48504994887,43.0,secondary,clear,1,0.36147807342161276,4.125219680227987
1382.48504994887,43.0,secondary,rain,0,0.4381650963439002,4.8960059908622275
1382.48504994887,43.0,secondary,rain,1,0.6953765941271769,6.509922685349122
281.6029862474614,50.0,primary,clear,0,0.12777212361019624,0.3769757671842483
281.6029862474614,50.0,primary,clear,1,0.26056731025404517,0.7987602384248973
281.6029862474614,50.0,primary,rain,0,0.46193814036822073,0.6834938719643054
281.6029862474614,50.0,primary,rain,1,0.6785969453356689,1.144965706831384
1618.517131935425,36.0,tertiary,clear,0,0.1284299070369087,3.9762147328682182
1618.517131935425,36.0,tertiary,clear,1,0.27203901761180277,5.967852065693416
1618.517131935425,36.0,tertiary,rain,0,0.504628571449583,7.14727345456455
1618.517131935425,36.0,tertiary,rain,1,0.6935352031817626,9.787502628381132
259.1256239058629,43.0,secondary,clear,0,0.08369500569079724,0.3375722280874996
259.1256239058629,43.0,secondary,clear,1,0.3093213359888214,0.9654845621908417
259.1256239058629,43.0,secondary,rain,0,0.48737956878208666,1.0890861221824268
259.1256239058629,43.0,secondary,rain,1,0.7038279418442359,1.119516293967674
2064.1924241253273,25.0,residential,clear,0,0.13992475827566792,8.072593753141053
2064.1924241253273,25.0,residential,clear,1,0.42481859869943084,12.69356755881121
2064.1924241253273,25.0,residential,rain,0,0.4650203823731387,13.533557363992129
2064.1924241253273,25.0,residential,rain,1,0.6247285341331528,18.38203892751785
371.3048116801406,40.0,tertiary,clear,0,0.19833691139519427,1.161278123167796
371.3048116801406,40.0,tertiary,clear,1,0.3897234751904635,1.4892911404886495
371.3048116801406,40.0,tertiary,rain,0,0.3639658179037102,1.4563993449436912
371.3048116801406,40.0,tertiary,rain,1,0.6131496748714286,2.1350731130962814
2112.8261213272503,33.0,residential,clear,0,0.22835762222994227,7.071323693350859
2112.8261213272503,33.0,residential,clear,1,0.42971989065190225,9.609534031842433
2112.8261213272503,33.0,residential,rain,0,0.5259799214616754,10.671164633887592
2112.8261213272503,33.0,residential,rain,1,0.7395466852649744,15.230807955647837
1777.8744533004049,35.0,residential,clear,0,0.13558939480730633,5.228311816672466
1777.8744533004049,35.0,residential,clear,1,0.3736485175486307,7.327262493932123
1777.8744533004049,35.0,residential,rain,0,0.5272552798644579,8.492555714811429
1777.8744533004049,35.0,residential,rain,1,0.6037863095522323,10.883590333404921
1338.6058494686706,45.0,secondary,clear,0,0.11252191219163306,2.83363464491991
1338.6058494686706,45.0,secondary,clear,1,0.4147022566477378,3.9632752497661214
1338.6058494686706,45.0,secondary,rain,0,0.46263707817722044,4.363523325945113
1338.6058494686706,45.0,secondary,rain,1,0.7169839499517217,6.306655586256843
1739.1631018146395,34.0,residential,clear,0,0.25027794245195456,5.405955047341497
1739.1631018146395,34.0,residential,clear,1,0.4552640977635565,7.743736673012788
1739.1631018146395,34.0,residential,rain,0,0.5540054905218489,8.718992131856917
1739.1631018146395,34.0,residential,rain,1,0.6173444075543538,11.17251015197118
1765.6434586441421,35.0,residential,clear,0,0.21656720970443272,5.285124750462589
1765.6434586441421,35.0,residential,clear,1,0.3969934165289829,7.49998869795034
1765.6434586441421,35.0,residential,rain,0,0.4616312693351563,8.251741577039088
1765.6434586441421,35.0,residential,rain,1,0.6407556009821731,11.310126908522319
2085.5773731727404,44.0,tertiary,clear,0,0.06027060451498073,4.406491382397208
2085.5773731727404,44.0,tertiary,clear,1,0.3461523195348467,6.540310817683819
2085.5773731727404,44.0,tertiary,rain,0,0.47871201245431627,7.471553548508708
2085.5773731727404,44.0,tertiary,rain,1,0.6182754354850023,9.617461685287662
617.1727101390769,45.0,secondary,clear,0,0.16627802958580357,1.1939721870933626
617.1727101390769,45.0,secondary,clear,1,0.3102265032093376,1.918488064343736
617.1727101390769,45.0,secondary,rain,0,0.47516068208223206,1.9519369721312945
617.1727101390769,45.0,secondary,rain,1,0.6094855459533846,2.67744361917023
1330.9608981596155,28.0,residential,clear,0,0.16438406192923596,4.75722829262925
1330.9608981596155,28.0,residential,clear,1,0.32036604784946454,6.648529692475526
1330.9608981596155,28.0,residential,rain,0,0.5504581873168293,8.281874185964309
1330.9608981596155,28.0,residential,rain,1,0.7444488873172133,11.263067439527392
281.5042988365306,60.0,primary,clear,0,0.10815197993049047,0.42425641982538237
281.5042988365306,60.0,primary,clear,1,0.260064950351566,0.4457190190942693
281.5042988365306,60.0,primary,rain,0,0.4287821039983735,0.6938865245216712
281.5042988365306,60.0,primary,rain,1,0.6647528997924914,0.9073167372435007
1386.2712840511372,42.0,secondary,clear,0,0.1307455678887692,2.844871043349067
1386.2712840511372,42.0,secondary,clear,1,0.33570978974549226,4.477366047425614
1386.2712840511372,42.0,secondary,rain,0,0.48736396162028484,4.812099703504423
1386.2712840511372,42.0,secondary,rain,1,0.5735672858760195,6.41987825629736
443.13756467671226,69.0,motorway,clear,0,0.16127053692252732,0.4555197550873942
443.13756467671226,69.0,motorway,clear,1,0.3909477543258663,0.9060082295708527
443.13756467671226,69.0,motorway,rain,0,0.4676473072891467,0.7246469675922746
443.13756467671226,69.0,motorway,rain,1,0.5918607892362523,0.9002073673519527
1277.6952963215767,25.0,residential,clear,0,0.13917480705253604,5.104059961530204
1277.6952963215767,25.0,residential,clear,1,0.4359580311399571,7.582944709581074
1277.6952963215767,25.0,residential,rain,0,0.4663105617596351,8.41163976938536
1277.6952963215767,25.0,residential,rain,1,0.6311096378783535,11.386039792193992
1293.5526897517614,33.0,residential,clear,0,0.17910034704166994,3.9276907730305526
1293.5526897517614,33.0,residential,clear,1,0.40496928177788544,5.608055757924259
1293.5526897517614,33.0,residential,rain,0,0.5201543162589557,6.763733483132118
1293.5526897517614,33.0,residential,rain,1,0.6170539674501663,8.547843089992684
1067.888524320202,32.0,residential,clear,0,0.1281418690730451,3.538935860417634
1067.888524320202,32.0,residential,clear,1,0.38287324007099854,4.68441078345281
1067.888524320202,32.0,residential,rain,0,0.43987172474559544,5.529427399435481
1067.888524320202,32.0,residential,rain,1,0.6730338920752277,7.704789294793126
1187.9793640878204,25.0,residential,clear,0,0.20681243721381654,5.271156391315766
1187.9793640878204,25.0,residential,clear,1,0.39527237095510714,7.275971796238731
1187.9793640878204,25.0,residential,rain,0,0.5426281481296699,8.206925505239713
1187.9793640878204,25.0,residential,rain,1,0.7150838338041547,11.021088171516215
1699.5175868139663,37.0,tertiary,clear,0,0.19289106715542642,4.572168881392658
1699.5175868139663,37.0,tertiary,clear,1,0.40355329651732197,6.609178991779938
1699.5175868139663,37.0,tertiary,rain,0,0.4359479098916885,6.837413828870362
1699.5175868139663,37.0,tertiary,rain,1,0.5995583580015456,9.490347817210047
1774.3987990055812,41.0,tertiary,clear,0,0.18253018948754648,4.260350635678322
1774.3987990055812,41.0,tertiary,clear,1,0.360279749917085,5.818043633875375
1774.3987990055812,41.0,tertiary,rain,0,0.3723973366183577,6.16865046865944
1774.3987990055812,41.0,tertiary,rain,1,0.6034744171331495,8.807855506966156
1123.3648170199097,55.0,primary,clear,0,0.14642435560295303,1.6192384473524006
1123.3648170199097,55.0,primary,clear,1,0.29700183675650993,2.5688192593763937
1123.3648170199097,55.0,primary,rain,0,0.4730270626711284,2.7137690859435417
1123.3648170199097,55.0,primary,rain,1,0.6252158991466539,3.954702254520301
1351.138096027938,58.0,primary,clear,0,0.12652387745650495,1.8723885151719732
1351.138096027938,58.0,primary,clear,1,0.32722296284374813,3.0848057912827533
1351.138096027938,58.0,primary,rain,0,0.45345270627267603,3.398554811623626
1351.138096027938,58.0,primary,rain,1,0.6970771251686295,4.811168057023773
2054.220819663016,27.0,residential,clear,0,0.16086096462843388,7.508268722962974
2054.220819663016,27.0,residential,clear,1,0.35628140842749195,11.111904258361836
2054.220819663016,27.0,residential,rain,0,0.5365516720910567,13.226812303485854
2054.220819663016,27.0,residential,rain,1,0.6670434052207715,17.286189554733415
333.8352076223804,45.0,tertiary,clear,0,0.14738116955741426,0.7593644533862762
333.8352076223804,45.0,tertiary,clear,1,0.29528619109181103,0.8295729020207087
333.8352076223804,45.0,tertiary,rain,0,0.42973375616746184,0.8835688020490815
333.8352076223804,45.0,tertiary,rain,1,0.6137807269917412,1.6243257997123355
328.2595597082343,39.0,tertiary,clear,0,0.12469066706202195,0.6203210560562489
328.2595597082343,39.0,tertiary,clear,1,0.33478242387716967,0.9464380248412088
328.2595597082343,39.0,tertiary,rain,0,0.45956111375585035,1.0586837427545726
328.2595597082343,39.0,tertiary,rain,1,0.6230432410143527,1.783168987216194
265.94310525082903,34.0,residential,clear,0,0.10433632741445001,0.8315442818354515
265.94310525082903,34.0,residential,clear,1,0.3217119179568903,1.0825007139191445
265.94310525082903,34.0,residential,rain,0,0.4080455413581804,1.1679900974777235
265.94310525082903,34.0,residential,rain,1,0.6338656454738371,1.6438150497129174
1474.6701642859189,27.0,residential,clear,0,0.22179675326304438,5.786465359435185
1474.6701642859189,27.0,residential,clear,1,0.4203215717687656,8.410364521680869
1474.6701642859189,27.0,residential,rain,0,0.4403634450851809,8.558513093100165
1474.6701642859189,27.0,residential,rain,1,0.6031013259280018,11.882053017812996
967.4495976756045,35.0,tertiary,clear,0,0.2199852525614735,2.7215463150102446
967.4495976756045,35.0,tertiary,clear,1,0.36402305491998,3.938584075426253
967.4495976756045,35.0,tertiary,rain,0,0.4642807448390223,4.393873329977709
967.4495976756045,35.0,tertiary,rain,1,0.7119378772345583,5.904984887701786
1721.5614022207076,35.0,tertiary,clear,0,0.06326080277125319,4.189780934184217
1721.5614022207076,35.0,tertiary,clear,1,0.280195355979873,6.443236995052362
1721.5614022207076,35.0,tertiary,rain,0,0.45023513310880303,7.3813062849202
1721.5614022207076,35.0,tertiary,rain,1,0.6719143953993841,10.664365770689175
1503.0105962142163,44.0,secondary,clear,0,0.08684626293884837,3.031294569530268
1503.0105962142163,44.0,secondary,clear,1,0.37966810431284576,4.373567349586526
1503.0105962142163,44.0,secondary,rain,0,0.4910881878897736,5.395920482119361
1503.0105962142163,44.0,secondary,rain,1,0.5772957999452171,6.414174738068939
787.312047655865,75.0,motorway,clear,0,0.10991315910315125,0.9307362833748216
787.312047655865,75.0,motorway,clear,1,0.4133076541129434,1.2437469982828375
787.312047655865,75.0,motorway,rain,0,0.47440235280791493,1.2037704433608512
787.312047655865,75.0,motorway,rain,1,0.6704983065492769,2.0126692195030906
1984.5370804064557,35.0,tertiary,clear,0,0.07630420887135625,5.225182931611859
1984.5370804064557,35.0,tertiary,clear,1,0.39604691825420746,8.01712013256836
1984.5370804064557,35.0,tertiary,rain,0,0.3793688104107704,8.504420948277486
1984.5370804064557,35.0,tertiary,rain,1,0.6852216554177631,12.15683351681723
1696.5681517897829,44.0,secondary,clear,0,0.12854048211755914,3.419406481174459
1696.5681517897829,44.0,secondary,clear,1,0.3409537263483325,4.9356446911449
1696.5681517897829,44.0,secondary,rain,0,0.4959321003199324,6.007977158641924
1696.5681517897829,44.0,secondary,rain,1,0.5768862193030397,7.736400997378515
653.5340747295725,36.0,tertiary,clear,0,0.16169361697623136,1.9168933782909392
653.5340747295725,36.0,tertiary,clear,1,0.3731693829929723,2.478193700522359
653.5340747295725,36.0,tertiary,rain,0,0.4774072486421427,3.0592127591080334
653.5340747295725,36.0,tertiary,rain,1,0.6032131834219842,3.8859333172550072
852.0870776767545,35.0,residential,clear,0,0.18610766503172094,2.524981637715169
852.0870776767545,35.0,residential,clear,1,0.3696919188806231,3.6640835954384436
852.0870776767545,35.0,residential,rain,0,0.44294328608787603,4.0906905497597466
852.0870776767545,35.0,residential,rain,1,0.7329169630224966,5.49545577940931
746.6127580330374,47.0,secondary,clear,0,0.20106098944044354,1.395458299702506
746.6127580330374,47.0,secondary,clear,1,0.3343533546565171,2.111485182962411
746.6127580330374,47.0,secondary,rain,0,0.4206382886605222,2.056015675341887
746.6127580330374,47.0,secondary,rain,1,0.6961524538099935,3.1595967619642624
414.13669508499925,58.0,primary,clear,0,0.09393917602875826,0.7506493025743763
414.13669508499925,58.0,primary,clear,1,0.3144542149062854,1.0654634795555304
414.13669508499925,58.0,primary,rain,0,0.47218940005315224,0.9124454069226569
414.13669508499925,58.0,primary,rain,1,0.5616241783101883,1.546986688619323
393.3007497894463,47.0,secondary,clear,0,0.07369807391328341,0.8310682196900516
393.3007497894463,47.0,secondary,clear,1,0.338172455495806,1.2152931454162466
393.3007497894463,47.0,secondary,rain,0,0.4704974943114437,1.3210101991530045
393.3007497894463,47.0,secondary,rain,1,0.6385314136125738,1.8370771536618882
2064.590222356577,47.0,secondary,clear,0,0.07488853608874749,3.6497732190355308
2064.590222356577,47.0,secondary,clear,1,0.37068594484723233,5.738347684195546
2064.590222356577,47.0,secondary,rain,0,0.45304889365317874,6.46312817532541
2064.590222356577,47.0,secondary,rain,1,0.6449475089833229,8.87110167498916
1008.3565588613569,33.0,residential,clear,0,0.21934966987417756,3.1802227195016233
1008.3565588613569,33.0,residential,clear,1,0.412456790749723,4.47324393250193
1008.3565588613569,33.0,residential,rain,0,0.4402245881921506,4.714971039046324
1008.3565588613569,33.0,residential,rain,1,0.6308134869522428,6.557360179645681
892.6380242881088,35.0,tertiary,clear,0,0.1457382344614,2.5608657126652847
892.6380242881088,35.0,tertiary,clear,1,0.28962397479002594,3.178432549585002
892.6380242881088,35.0,tertiary,rain,0,0.43747177395403336,3.9795298610790057
892.6380242881088,35.0,tertiary,rain,1,0.7162571236612891,5.613050226828645
1626.933702396041,34.0,residential,clear,0,0.1452797925239928,4.615247764320059
1626.933702396041,34.0,residential,clear,1,0.33105881249457175,6.649040435565163
1626.933702396041,34.0,residential,rain,0,0.42871064698966455,7.378488950362478
1626.933702396041,34.0,residential,rain,1,0.6854616142828261,10.796862586090354
1252.3452983361478,33.0,residential,clear,0,0.2558871889764381,4.197959951602184
1252.3452983361478,33.0,residential,clear,1,0.4115867828656311,5.507633426135523
1252.3452983361478,33.0,residential,rain,0,0.538953791562071,6.489694446424256
1252.3452983361478,33.0,residential,rain,1,0.7396351575997656,8.959025163047107
2064.61677209754,43.0,tertiary,clear,0,0.13510351118888164,4.503985890658116
2064.61677209754,43.0,tertiary,clear,1,0.2894981872624131,6.025867471419832
2064.61677209754,43.0,tertiary,rain,0,0.5105701754828965,7.626573945799169
2064.61677209754,43.0,tertiary,rain,1,0.6915385032479089,10.347083519549404
1734.2391670879115,29.0,residential,clear,0,0.11185314724090238,5.91429464027023
1734.2391670879115,29.0,residential,clear,1,0.3085774518868053,8.166689943477822
1734.2391670879115,29.0,residential,rain,0,0.4900543355335303,9.821143231197869
1734.2391670879115,29.0,residential,rain,1,0.7590268996336352,14.020610932653039
1096.2634759440255,58.0,primary,clear,0,0.1823109512521911,1.7687785794137985
1096.2634759440255,58.0,primary,clear,1,0.38651853277494713,2.302003161758266
1096.2634759440255,58.0,primary,rain,0,0.44361160562083485,2.635899250571027
1096.2634759440255,58.0,primary,rain,1,0.6308353606430925,3.832233975664901
877.8820837793515,69.0,motorway,clear,0,0.21840500167468768,1.0185103641159523
877.8820837793515,69.0,motorway,clear,1,0.35936437137154376,1.5670859116504114
877.8820837793515,69.0,motorway,rain,0,0.4784142888775272,1.9442146032767815
877.8820837793515,69.0,motorway,rain,1,0.5932460649317682,2.1118473492667107
2171.658875239563,50.0,primary,clear,0,0.16566850195072585,3.717754856269952
2171.658875239563,50.0,primary,clear,1,0.28781016773222956,5.008087940478591
2171.658875239563,50.0,primary,rain,0,0.3604281156164617,5.749286964764513
2171.658875239563,50.0,primary,rain,1,0.6550097912191302,8.40848805232498
1601.6517003277243,34.0,residential,clear,0,0.13703619752896415,4.811019298161499
1601.6517003277243,34.0,residential,clear,1,0.41247800929499473,7.0499298564434305
1601.6517003277243,34.0,residential,rain,0,0.5099815872113989,8.126572403210497
1601.6517003277243,34.0,residential,rain,1,0.726052484263477,11.053525320085924
2096.5326792081432,37.0,tertiary,clear,0,0.16578928685653888,5.705469456083952
2096.5326792081432,37.0,tertiary,clear,1,0.3280222345766739,7.610007689303487
2096.5326792081432,37.0,tertiary,rain,0,0.4636215557443969,8.946969056599102
2096.5326792081432,37.0,tertiary,rain,1,0.6922609855440095,12.060253613745548
331.1745837001277,51.0,primary,clear,0,0.08654764627531596,0.44751452624755345
331.1745837001277,51.0,primary,clear,1,0.37983323553113973,0.8687032072921355
331.1745837001277,51.0,primary,rain,0,0.4061776941289347,0.7033921563998284
331.1745837001277,51.0,primary,rain,1,0.670188478593935,1.3839225975339595
1883.1313998844591,41.0,tertiary,clear,0,0.21082819851904655,4.613680770640036
1883.1313998844591,41.0,tertiary,clear,1,0.3390072350952135,5.98962951547674
1883.1313998844591,41.0,tertiary,rain,0,0.3663777254693781,6.598237168875478
1883.1313998844591,41.0,tertiary,rain,1,0.611571453337328,9.364611322923645
1430.59663406136,52.0,primary,clear,0,0.07461230186095764,2.5103478716987886
1430.59663406136,52.0,primary,clear,1,0.393753378224989,3.6057644926286834
